id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price_2023,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,last_review_date,price_2023_quant
5178,Large Furnished Room Near B'way　,8967,Shunichi,Manhattan,Midtown,40.76457,-73.98317,Private room,68,2,575,2023-02-19,3.41,1,106,52,,2023-02-19,0.15959744981295115
29628,"Comfortable, Sunny Room",127608,Chris,Brooklyn,Clinton Hill,40.68292,-73.96381,Private room,93,3,350,2023-02-27,2.25,1,145,48,,2023-02-27,0.30380947362874755
5586,Rooftop Deck/City Views. Great Apt,8526,Susan,Manhattan,Upper East Side,40.76076,-73.96156,Entire home/apt,295,4,45,2022-10-03,0.27,1,1,4,,2022-10-03,0.8901944254175668
5803,"Lovely, Cozy, Room 1, BEST AREA; Legal Rental",9744,Laurie,Brooklyn,South Slope,40.66801,-73.98784,Private room,124,3,223,2023-02-13,1.32,3,164,17,,2023-02-13,0.46804362716686865
6848,Only 2 stops to Manhattan studio,15991,Allen & Irina,Brooklyn,Williamsburg,40.70935,-73.95342,Entire home/apt,81,30,189,2023-02-04,1.13,1,207,5,,2023-02-04,0.23605037146319616
67288,Central Park 1BR sunny condo,101597,Per,Manhattan,East Harlem,40.79544,-73.94836,Entire home/apt,250,28,47,2022-12-14,0.37,1,81,9,,2022-12-14,0.8493598187470361
6990,UES Beautiful Blue Room,16800,Cyn,Manhattan,East Harlem,40.78778,-73.94759,Private room,62,30,243,2023-01-01,1.49,1,249,7,,2023-01-01,0.13030191264028662
31994,Room with En Suite Bathroom & Deck,137814,Waldemar,Brooklyn,Clinton Hill,40.68818,-73.96383,Private room,100,2,532,2023-01-31,3.45,2,289,31,,2023-01-31,0.35955529796090413
32037,Huge Private  Floor at The Waverly,116599,Sahr,Brooklyn,Clinton Hill,40.68513,-73.96648,Private room,139,30,93,2022-11-02,0.61,1,364,1,,2022-11-02,0.538121081195005
7064,"Amazing location! Wburg. Large, bright & tranquil",17297,Joelle,Brooklyn,Williamsburg,40.71248,-73.95881,Private room,95,7,13,2022-09-12,0.09,2,0,4,,2022-09-12,0.31777227461931606
68735,Prewar Penthouse w Private Terrace,342054,Violetta,Manhattan,Upper West Side,40.78846,-73.97459,Entire home/apt,215,14,36,2022-10-30,0.26,1,184,2,,2022-10-30,0.7801254017598398
33009,Retreat in Williamsburg,143027,Ming,Brooklyn,Williamsburg,40.71512,-73.95899,Entire home/apt,195,30,291,2022-12-11,1.89,1,92,14,,2022-12-11,0.7263817903999157
68974,Unique spacious loft on the Bowery,281229,Alicia,Manhattan,Nolita,40.72,-73.99487,Entire home/apt,596,2,236,2022-10-31,1.61,1,21,10,,2022-10-31,0.9767111017440329
7097,"Perfect for Your Parents: 1000sqft, Privacy, Patio",17571,Jane,Brooklyn,Fort Greene,40.691233,-73.972702,Private room,205,2,323,2023-01-01,2.02,2,307,36,,2023-01-01,0.76284314242057
69894,"Nice renovated apt, prime location!",352168,Silvia,Manhattan,Upper West Side,40.77845,-73.98295,Entire home/apt,160,30,63,2023-02-04,0.48,1,67,5,,2023-02-04,0.6306970862532273
36647,"Private Bedroom/Bathroom, Elevator Apartment",157798,Irene,Manhattan,East Harlem,40.79128,-73.94125,Private room,82,7,73,2023-01-25,0.48,1,267,37,,2023-01-25,0.2399494177775436
71010,"All That Jazz: Bed, Book & Beyond",361855,Kurt,Manhattan,Washington Heights,40.83403,-73.93951,Entire home/apt,332,4,40,2023-01-23,0.34,2,309,5,,2023-01-23,0.9183307866589389
8490,"Maison des Sirenes1,bohemian, luminous apartment",25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68462,-73.93839,Entire home/apt,127,2,173,2023-01-22,1.05,2,288,27,,2023-01-22,0.4876969281837821
36703,"Sunny, clean 1 bdrm in W. Village",158284,Karene,Manhattan,West Village,40.73271,-74.00367,Entire home/apt,200,45,143,2023-02-25,0.93,1,186,5,,2023-02-25,0.7543073923810527
36934,Great location in Williamsburg,159370,Viviana,Brooklyn,Williamsburg,40.71371,-73.96203,Entire home/apt,150,6,29,2023-02-11,0.19,1,33,2,,2023-02-11,0.5972917435059802
10452,Large B&B Style rooms,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68294,-73.95682,Private room,90,30,82,2022-09-22,0.52,5,241,3,,2022-09-22,0.29269192265135147
71248,Bright and lovely 1-bdrm LES apt w/ balcony,363834,Jennifer,Manhattan,Chinatown,40.7159,-73.99156,Entire home/apt,107,15,60,2023-01-28,0.41,1,26,4,,2023-01-28,0.3861109647505137
71366,Beautiful One Bed West Village - Monthy Special,364955,Ruperto,Manhattan,Greenwich Village,40.72997,-74.00196,Entire home/apt,200,30,45,2023-02-11,0.34,1,202,2,,2023-02-11,0.7543073923810527
38833,Spectacular West Harlem Garden Apt,166532,Matthew,Manhattan,Harlem,40.81800842285156,-73.94669342041016,Entire home/apt,99,7,156,2023-02-22,1.02,1,74,2,,2023-02-22,0.3415880710258707
39282,“Work-from-home” from OUR home.,168525,Gus,Brooklyn,Williamsburg,40.71065139770508,-73.95087432861328,Private room,150,4,251,2022-12-12,1.64,2,14,14,,2022-12-12,0.5972917435059802
10962,"Lovely Room 2 in BEST AREA; Legal Rental, Spotless",9744,Laurie,Brooklyn,South Slope,40.66692,-73.98981,Private room,124,4,222,2023-02-13,1.36,3,163,21,,2023-02-13,0.46804362716686865
11174,HUGE Artist Loft! Comfy! Light! Plants!,2556219,Erica,Brooklyn,Bushwick,40.70458,-73.91835,Entire home/apt,98,2,81,2023-02-17,0.5,1,4,7,,2023-02-17,0.3295747931924759
39593,"A Lovely, Private place from July 13/2023 on",110506,Myung,Queens,Sunnyside,40.74523,-73.92318,Private room,78,30,30,2023-01-03,0.2,1,144,1,,2023-01-03,0.21413140839875652
12192,ENJOY Downtown NYC!,46978,Edward,Manhattan,East Village,40.72296,-73.98383,Private room,60,7,291,2022-12-23,1.79,2,43,24,,2022-12-23,0.12218768112123926
12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block",50124,Orestes,Queens,Long Island City,40.74757,-73.94571,Private room,164,3,355,2023-02-02,2.29,1,94,40,,2023-02-02,0.6381263501765109
42300,Beautiful Lower East Side Loft,184755,Koray,Manhattan,Lower East Side,40.71992,-73.99167,Entire home/apt,750,5,73,2022-11-28,0.48,1,114,8,,2022-11-28,0.987196374940724
12940,Charming Brownstone 3 - Near PRATT,50148,Adreinne,Brooklyn,Bedford-Stuyvesant,40.67946,-73.95417,Entire home/apt,125,30,74,2022-11-30,0.46,1,156,2,,2022-11-30,0.4827967753833184
74333,Alcove Studio w/ outdoor Patio Deck,331328,Amir,Manhattan,East Harlem,40.80834,-73.94075,Entire home/apt,80,30,40,2022-11-23,0.29,2,310,4,,2022-11-23,0.23278360292955372
42729,House On Henry (Carroll Gardens Living) Ste 2,11481,Annette,Brooklyn,Carroll Gardens,40.67813,-74.00062,Entire home/apt,202,4,200,2023-01-04,1.32,3,331,22,,2023-01-04,0.7579956794351652
42882,New York room with a view,185978,Newyorkroomwithaview,Staten Island,St. George,40.64633,-74.08156,Private room,70,5,183,2023-01-01,1.27,1,237,7,,2023-01-01,0.17856578323410086
74680,One Bedroom Mini studio - Free WIFI,265109,Nazleen,Queens,Astoria,40.77507,-73.93367,Entire home/apt,115,7,253,2023-02-13,1.77,1,243,21,,2023-02-13,0.4266821223457506
13808,Blue Room for 2 in Brownstone for $1350 monthly,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.68064,-73.94039,Private room,94,1,187,2023-01-05,1.2,4,204,31,,2023-01-05,0.30665472364192004
75635,Bright Cozy Chinatown Studio Apt.,401696,Patricia,Manhattan,Lower East Side,40.71911,-73.98588,Entire home/apt,175,3,377,2023-02-25,2.58,1,134,55,,2023-02-25,0.6749565309025766
15341,* Nolita One Bedroom in Doorman Elevator Bldg *,60049,Ted,Manhattan,Lower East Side,40.721359,-73.993668,Entire home/apt,199,30,33,2022-09-21,0.29,1,158,3,,2022-09-21,0.7386585173086042
15385,"Very, very cozy place",60252,Cristina,Brooklyn,Williamsburg,40.71211,-73.96397,Private room,85,5,52,2023-03-01,0.33,1,129,3,,2023-03-01,0.2594446493492808
44973,Creative South Williamsburg Studio,198411,Anastasia,Brooklyn,Williamsburg,40.70894,-73.95234,Entire home/apt,107,30,127,2022-11-30,0.84,1,132,3,,2022-11-30,0.3861109647505137
16338,Large Room - Deck Access in Clinton Hill Best Area,63613,Patricia,Brooklyn,Clinton Hill,40.69121,-73.96804,Private room,55,30,31,2023-02-22,0.19,2,192,2,,2023-02-22,0.09157489857210602
77765,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,179,1,47,2023-03-04,0.32,30,136,9,,2023-03-04,0.6833342114969176
80493,Cozy room in East Village with AC,434987,Jennifer,Manhattan,East Village,40.722599029541016,-73.9854507446289,Private room,56,2,222,2023-02-19,1.53,1,75,24,,2023-02-19,0.0953158754412772
80684,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Hotel room,429,1,11,2022-09-12,0.08,30,216,1,,2022-09-12,0.9570051109120608
80700,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,349,1,10,2022-10-22,0.07,30,216,3,,2022-10-22,0.9254966015069287
16580,"Sunny, Modern room in East Village!",64442,Reka,Manhattan,East Village,40.72489,-73.9781,Private room,105,1,492,2023-01-27,4.24,2,135,49,,2023-01-27,0.3806312239844038
45556,"Fort Greene, Brooklyn: Center Bedroom",67778,Doug,Brooklyn,Fort Greene,40.68834,-73.97578,Private room,65,2,368,2023-03-04,2.42,3,194,70,,2023-03-04,0.14942831550661256
16821,Large WFH Room in Amazing E. Village Apt (Room A),4396,Casey,Manhattan,East Village,40.72281,-73.98501,Private room,136,2,173,2023-02-16,1.35,2,14,29,,2023-02-16,0.5298487802307814
82638,"Charming Artist's Flat, East Village",449787,Sarah,Manhattan,East Village,40.72408,-73.98154,Entire home/apt,125,30,279,2023-01-28,1.93,1,335,4,,2023-01-28,0.4827967753833184
16974,SpaHa Loft: Enormous and Bright,65837,Robin,Manhattan,East Harlem,40.8019,-73.93762,Entire home/apt,250,5,272,2023-02-16,1.7,1,39,33,,2023-02-16,0.8493598187470361
82928,BEAUTIFUL 2 BEDROOM APARTMENT,451545,Ruthven,Brooklyn,Bedford-Stuyvesant,40.68433,-73.94469,Entire home/apt,150,30,77,2022-12-31,0.88,1,192,4,,2022-12-31,0.5972917435059802
45936,Couldn't Be Closer To Columbia Uni,867225,Rahul,Manhattan,Morningside Heights,40.8063,-73.95985,Private room,75,31,136,2023-01-07,0.92,2,24,5,,2023-01-07,0.2058591074345329
83243,Brooklyn Cove 1 Br Apt w/ Garden In Bushwick!!,453519,Julian,Brooklyn,Bushwick,40.68769,-73.91788,Entire home/apt,73,30,256,2022-12-30,1.76,1,331,6,,2022-12-30,0.1896833342114969
46911,Large Room in private Brownstone in Park Slope,210746,Kathleen R.,Brooklyn,Prospect Heights,40.68022,-73.97457,Private room,120,3,69,2022-12-15,0.46,3,278,11,,2022-12-15,0.4565045576690026
84010,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,179,1,26,2022-12-05,0.19,30,141,7,,2022-12-05,0.6833342114969176
17693,"HARLEM, NYC,STILL WELCOMES YOU!! xx",68428,Tye And Etienne,Manhattan,Washington Heights,40.83253,-73.94108,Private room,85,2,65,2022-10-22,0.86,2,363,5,,2022-10-22,0.2594446493492808
49048,B and B Style Rooms for Rent w bath,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.6829,-73.95701,Private room,104,30,25,2023-01-29,0.17,5,264,3,,2023-01-29,0.37357078876653144
50447,Lovely Home & Garden; BEST AREA; Legal; Spotless,9744,Laurie,Brooklyn,Gowanus,40.66913,-73.99041,Entire home/apt,154,5,234,2023-02-09,1.56,3,161,29,,2023-02-09,0.6068812898466727
18728,Beautiful Meatpacking District Loft,71876,DAVID And RICK,Manhattan,Chelsea,40.74261,-74.00353,Private room,195,4,235,2023-01-02,1.61,1,233,32,,2023-01-02,0.7263817903999157
86215,MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,327900,T,Manhattan,Lower East Side,40.71985,-73.98781,Entire home/apt,166,30,167,2022-12-08,1.16,1,0,1,,2022-12-08,0.6468728594762633
52689,Sunny 2BR near subway & shops,244071,Litza,Queens,Ditmars Steinway,40.77868,-73.90652,Entire home/apt,169,3,54,2023-03-03,0.36,1,11,34,,2023-03-03,0.6533537067284894
93313,MAISON DES SIRENES 2,25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68413,-73.93817,Entire home/apt,129,2,150,2023-01-16,1.04,2,287,29,,2023-01-16,0.49570578007271193
23135,House On Henry (Carroll Gardens Living) Ste 3,11481,Annette,Brooklyn,Carroll Gardens,40.67747,-74.00146,Entire home/apt,171,3,298,2022-12-29,1.91,3,351,22,,2022-12-29,0.6610991095421255
23686,private West Village design townhouse,93790,Ann,Manhattan,West Village,40.72961,-74.00308,Entire home/apt,650,5,59,2023-01-04,0.46,2,88,7,,2023-01-04,0.9820327730649665
94209,Large Sunny 1BR (Conv 2BR) Apt in Crown Heights Bk,503800,Peace,Brooklyn,Crown Heights,40.67654,-73.94629,Entire home/apt,100,1,44,2023-02-27,1.84,1,79,22,,2023-02-27,0.35955529796090413
94783,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",473113,Keishera,Brooklyn,Crown Heights,40.6736,-73.9551,Entire home/apt,135,30,145,2023-01-03,1,1,352,22,,2023-01-03,0.5263185626218452
54508,Sml Rm  Brst  PSl great for longer stays Med/Stu,210746,Kathleen R.,Brooklyn,Park Slope,40.67908,-73.97405,Private room,95,2,154,2023-01-01,1.02,3,278,35,,2023-01-01,0.31777227461931606
99085,Sunny Bklyn Jewel  Fort Greene,522164,Wanda,Brooklyn,Fort Greene,40.6867,-73.97469,Entire home/apt,125,30,30,2022-11-22,0.21,1,153,5,,2022-11-22,0.4827967753833184
54860,Great apartment with private bathroom and entrance,258164,Jenny,Manhattan,East Harlem,40.79934,-73.94236,Private room,125,5,277,2023-01-01,1.84,1,169,28,,2023-01-01,0.4827967753833184
100186,Large Modern Park Slope 1BR,526805,Mi,Brooklyn,Gowanus,40.66952,-73.99201,Entire home/apt,130,30,117,2023-02-28,0.82,1,68,7,,2023-02-28,0.5067706412350492
55959,Work From Our Home w/ Loft,168525,Gus,Brooklyn,Williamsburg,40.71065,-73.95087,Private room,129,5,98,2023-01-29,0.84,2,16,5,,2023-01-29,0.49570578007271193
55982,Cozy 2 br in sunny Fort Greene apt,264928,Sally,Brooklyn,Fort Greene,40.68701,-73.97555,Private room,85,3,43,2023-01-01,0.29,1,3,5,,2023-01-01,0.2594446493492808
56859,City Room - Private & Comfy Bedroom,256161,Wayne,Manhattan,Harlem,40.81201,-73.94452,Private room,74,3,253,2022-12-26,1.7,4,45,33,,2022-12-26,0.19205437588914062
57166,Elegant NYC Pad,272006,Vasili,Queens,Ditmars Steinway,40.772472,-73.906075,Entire home/apt,149,3,126,2023-03-02,0.84,1,267,49,,2023-03-02,0.5743189841403656
103161,Equipped+Cozy+Super Dedicated Workspace PRIME WBG,465278,Ade,Brooklyn,Williamsburg,40.71551,-73.96274,Entire home/apt,335,7,146,2022-10-02,1.27,1,365,5,,2022-10-02,0.9191738236998788
57297,"Clean & bright 1BR in Cobble Hill, GREAT location!",199392,S.M.,Brooklyn,Brooklyn Heights,40.69003,-73.99338,Entire home/apt,249,5,281,2023-01-29,1.88,1,141,25,,2023-01-29,0.835976605722114
27644,Sugar Hill Rest Stop,119510,Emma,Manhattan,Harlem,40.82682,-73.94948,Entire home/apt,190,2,246,2023-01-29,1.75,1,289,27,,2023-01-29,0.7164234153538122
57618,"Great new apt, close to everything",274557,Ana,Manhattan,Hell's Kitchen,40.76505,-73.98716,Entire home/apt,250,4,129,2023-01-02,0.9,1,0,12,,2023-01-02,0.8493598187470361
57754,Stylish Large SPARKLING Gramercy Loft!,275578,R,Manhattan,Flatiron District,40.74166,-73.9866,Entire home/apt,350,2,180,2023-02-23,1.25,1,58,28,,2023-02-23,0.9317666894989198
106363,Bright Room With A Great River View,551055,Alicia,Manhattan,Harlem,40.82772,-73.95284,Private room,82,5,452,2023-02-08,3.15,2,226,23,,2023-02-08,0.2399494177775436
57874,The Brownstone-Luxury 1 Bd Apt/NYC,276291,Simon,Manhattan,East Harlem,40.80747,-73.94076,Entire home/apt,165,3,356,2023-02-16,2.37,2,109,41,,2023-02-16,0.6447125770588545
107630,Sweet Historic Greenpoint Duplex,306739,Maya,Brooklyn,Greenpoint,40.72741,-73.95466,Entire home/apt,225,3,328,2023-01-15,2.3,2,87,23,,2023-01-15,0.802149744454397
29013,B & B Room 1,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68288,-73.95646,Private room,90,30,71,2022-12-19,0.46,5,299,2,,2022-12-19,0.29269192265135147
58059,Private Room on Historic Sugar Hill,277379,Agnes,Manhattan,Harlem,40.8238,-73.94444,Private room,65,29,646,2023-02-21,4.47,2,5,53,,2023-02-21,0.14942831550661256
152263,Cozy apartment in a brownstone,732535,William,Manhattan,Harlem,40.80494,-73.94998,Entire home/apt,300,2,323,2023-03-02,2.32,1,246,50,,2023-03-02,0.9022077032509616
59014,"Spacious 1BR, Adorable Clean Quiet",282927,Drica,Manhattan,Lower East Side,40.71946,-73.98641,Entire home/apt,180,30,59,2022-09-30,0.4,1,365,2,,2022-09-30,0.6906054059750251
152819,Williamsburg 1300 sq ft 3 bedroom,132701,Lauren,Brooklyn,Williamsburg,40.7167,-73.95014,Entire home/apt,398,3,82,2023-02-26,0.58,1,40,5,,2023-02-26,0.9471521154960746
153780,Private E. Village Townhouse Stay,739499,Donna,Manhattan,East Village,40.72752,-73.98581,Private room,199,3,225,2022-12-10,1.59,1,3,28,,2022-12-10,0.7386585173086042
59121,Convenient 3BR w/6 beds!!,204539,Mark,Queens,Ridgewood,40.70271,-73.8993,Entire home/apt,215,30,4,2023-02-10,0.03,9,365,2,,2023-02-10,0.7801254017598398
59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 4",186084,Ricardo & Ashlie,Manhattan,Chinatown,40.7178,-73.9932,Entire home/apt,300,7,63,2023-02-25,0.44,1,50,24,,2023-02-25,0.9022077032509616
60164,"Beautiful, elegant 3 bed SOHO loft",289653,Harrison,Manhattan,Tribeca,40.72012,-74.00397,Entire home/apt,500,30,110,2022-11-18,0.79,1,156,2,,2022-11-18,0.9694399072659255
155087,Brownstone Duplex in Park Slope w/ Garden,745764,Doron,Brooklyn,Park Slope,40.67275,-73.97873,Entire home/apt,625,4,16,2022-12-10,0.11,1,191,2,,2022-12-10,0.9801886295379103
116551,Beautiful Harlem Studio Apartment - private access,497672,Cynthia And  Charlie,Manhattan,Harlem,40.80384,-73.95123,Entire home/apt,78,30,174,2023-02-19,1.21,1,34,2,,2023-02-19,0.21413140839875652
118061,Style in Stuyvesant Heights,2248897,Roberta,Brooklyn,Bedford-Stuyvesant,40.68462,-73.92895,Entire home/apt,120,30,90,2022-11-29,0.65,1,151,3,,2022-11-29,0.4565045576690026
60611,SpaHa Studio Monthly Rental,292204,Blanca,Manhattan,East Harlem,40.792667388916016,-73.946533203125,Entire home/apt,135,30,193,2022-11-14,1.34,4,137,2,,2022-11-14,0.5263185626218452
60666,City Room - Private Luxury Suite,256161,Wayne,Manhattan,Harlem,40.81006,-73.94559,Private room,111,3,257,2023-01-04,1.73,4,35,38,,2023-01-04,0.41092786764318456
123784,NYC Studio for Rent in Townhouse,617990,Christopher,Manhattan,Harlem,40.80617,-73.94757,Entire home/apt,102,3,237,2023-01-01,1.65,1,66,31,,2023-01-01,0.36661573317877655
158176,Entire Apartment in Heart of Williamsburg,573065,Laura,Brooklyn,Williamsburg,40.71596,-73.96017,Entire home/apt,135,30,145,2022-09-27,1.07,2,7,3,,2022-09-27,0.5263185626218452
158178,Cute place in the heart of Williamsburg Brooklyn,573065,Laura,Brooklyn,Williamsburg,40.71391,-73.96059,Private room,105,5,11,2023-02-25,0.08,2,0,4,,2023-02-25,0.3806312239844038
125163,Authentic New York City Living,622855,Desmond,Brooklyn,Bedford-Stuyvesant,40.68595,-73.92923,Private room,99,3,73,2022-12-20,0.64,2,271,18,,2022-12-20,0.3415880710258707
159815,The Art Room for two in Brownstone for $1250/mo,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.68048,-73.93938,Private room,70,1,62,2022-09-13,0.45,4,2,10,,2022-09-13,0.17856578323410086
126443,"Massive Duplex, 2BR & 2BTH East Village 9+ Guests",627217,Seith,Manhattan,East Village,40.72761,-73.98951,Entire home/apt,477,2,543,2023-02-07,3.8,3,140,57,,2023-02-07,0.9638020970546394
62891,Smallest House In The Village,306545,Olivia,Manhattan,East Village,40.72297,-73.98265,Entire home/apt,95,4,228,2023-01-30,1.53,1,202,22,,2023-01-30,0.31777227461931606
62925,Beautiful Landmarked Duplex,306739,Maya,Brooklyn,Greenpoint,40.72967,-73.95352,Entire home/apt,315,3,158,2023-02-13,1.08,2,100,12,,2023-02-13,0.9100057958796565
162493,Prime Williamsburg 3 BR with Deck,776490,Andres,Brooklyn,Williamsburg,40.71174,-73.95798,Entire home/apt,650,6,51,2022-11-20,0.56,1,100,8,,2022-11-20,0.9820327730649665
63610,DOMINIQUE'S mini guest suite Efficiency pad* Metro,310670,Vie,Bronx,Eastchester,40.881,-73.83511,Entire home/apt,97,2,56,2023-01-01,0.47,7,364,5,,2023-01-01,0.32472733020707095
163814,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 5,627217,Seith,Manhattan,East Village,40.72641,-73.98711,Entire home/apt,189,2,436,2023-01-23,3.1,3,233,49,,2023-01-23,0.7119974708888772
132516,Forest Hills 1 BR / 20 mins to city / ⭐️⭐️⭐️⭐️⭐️ BED,85330,Jean,Queens,Forest Hills,40.7106,-73.85246,Entire home/apt,120,5,83,2023-02-28,1.22,3,102,26,,2023-02-28,0.4565045576690026
133025,Midtown cozy convenient,653405,Tracy,Manhattan,Murray Hill,40.74564,-73.97782,Private room,68,30,148,2023-02-21,1.04,1,17,6,,2023-02-21,0.15959744981295115
166006,Nice Manhattan Apt Near Central Park and Subway,791287,Giancarlo,Manhattan,Upper West Side,40.79864,-73.96209,Entire home/apt,250,31,193,2023-01-03,1.37,1,0,3,,2023-01-03,0.8493598187470361
64314,cozy bedroom in lovely garden apt,314256,Debbie,Brooklyn,Crown Heights,40.67634,-73.95143,Private room,100,30,46,2022-11-12,0.31,1,334,1,,2022-11-12,0.35955529796090413
64365,Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67579,-73.95072,Private room,65,30,252,2022-11-16,1.74,2,281,6,,2022-11-16,0.14942831550661256
64837,ENJOY Downtown NYC!!,46978,Edward,Manhattan,East Village,40.72497,-73.98356,Private room,70,7,260,2023-02-20,1.75,2,19,35,,2023-02-20,0.17856578323410086
135465,Garden apartment close to Manhattan,663879,Christopher,Brooklyn,Fort Greene,40.68646,-73.97548,Entire home/apt,170,3,124,2023-01-03,0.89,1,147,6,,2023-01-03,0.6594657252753043
65425,Entire 2 Bedroom Apartment,314941,Tony,Manhattan,Nolita,40.72021,-73.99426,Entire home/apt,199,1,15,2023-02-16,0.1,3,338,13,,2023-02-16,0.7386585173086042
136493,"Historical home w/ exceptional space, light & art",663384,Irena,Brooklyn,Park Slope,40.67494,-73.97792,Entire home/apt,302,4,36,2022-09-06,0.28,1,39,6,,2022-09-06,0.9032614995521365
169306,Affordable & Cozy,806214,Vanessa,Bronx,University Heights,40.85981,-73.9063,Private room,45,7,165,2023-01-17,1.17,1,142,16,,2023-01-17,0.04336371779335055
139624,"Spacious,Sunny, private one bedroom",680818,Jessica,Brooklyn,Crown Heights,40.67478,-73.95165,Entire home/apt,62,30,82,2023-01-06,0.59,1,24,2,,2023-01-06,0.13030191264028662
140133,Truly Amazing Oasis In The City,622866,Daniel,Brooklyn,Williamsburg,40.71347,-73.96035,Entire home/apt,177,30,179,2022-11-21,1.27,1,293,3,,2022-11-21,0.6772748827651615
65660,Bright+Spacious Williamsburg Abode!,320538,Larissa,Brooklyn,Williamsburg,40.70797,-73.94792,Entire home/apt,95,30,165,2023-01-31,1.11,2,101,6,,2023-01-31,0.31777227461931606
170761,"Fort Greene, Brooklyn: Front Bedroom",67778,Doug,Brooklyn,Fort Greene,40.68876,-73.97758,Private room,85,2,136,2023-02-26,1.26,3,141,57,,2023-02-26,0.2594446493492808
66251,East Village Loft with Piano & Patio,324460,Samir,Manhattan,East Village,40.72547,-73.98619,Entire home/apt,370,3,157,2023-02-06,1.64,1,43,28,,2023-02-06,0.9370883608198535
66275,Lower East Side Magic Apartment Entire Apartment!!,314941,Tony,Manhattan,Nolita,40.72036,-73.99435,Entire home/apt,199,1,208,2023-02-23,1.46,3,348,34,,2023-02-23,0.7386585173086042
66741,Charming Garden Apt in Park Slope,327673,Stefano,Brooklyn,Park Slope,40.67548,-73.98315,Entire home/apt,171,2,306,2023-02-04,2.08,2,221,41,,2023-02-04,0.6610991095421255
144087,LUXURY OF THE HORIZON,616825,Rinaldo & Jessa,Manhattan,Harlem,40.80687,-73.95333,Entire home/apt,550,6,30,2022-10-30,0.21,2,264,5,,2022-10-30,0.9746035091416829
171562,Chelsea studio with balcony & views,60923,Omri,Manhattan,Chelsea,40.74937,-73.99467,Entire home/apt,230,60,28,2023-01-06,0.2,1,83,5,,2023-01-06,0.8106328046788556
66974,"Lovely, Modern, Garden Apartment",329436,Jana,Brooklyn,Gowanus,40.68088,-73.99102,Entire home/apt,220,2,218,2023-01-08,1.66,2,191,52,,2023-01-08,0.7924021286685283
171978,Bright spacious brooklyn apt,820011,Ike,Brooklyn,Crown Heights,40.66946,-73.94638,Entire home/apt,79,7,12,2022-12-16,0.09,2,349,4,,2022-12-16,0.22024342694557142
225976,Cozy multi-leveled apartment!,1177947,Marina,Staten Island,Shore Acres,40.61019,-74.06757,Entire home/apt,84,4,93,2023-01-30,0.67,1,139,5,,2023-01-30,0.2464829548448285
226021,Sunny 2 bdrm W'burg Duplex w/ 3 beds. 5* superhost,815977,Ryan,Brooklyn,Williamsburg,40.71137,-73.9465,Entire home/apt,304,30,238,2023-02-22,1.71,2,237,44,,2023-02-22,0.904209916223194
148259,Garage Studio - Unique Designer Loft,716064,Mihalis,Brooklyn,Williamsburg,40.71345,-73.94289,Entire home/apt,314,3,99,2022-12-29,0.77,1,310,15,,2022-12-29,0.9091627588387164
148825,Best City Area Columbia U Upper West Side C Park,718349,B.,Manhattan,Upper West Side,40.79999,-73.96338,Entire home/apt,193,3,281,2023-02-19,2.12,2,154,26,,2023-02-19,0.7205332209283946
177606,Spacious Private Jr. One Bedroom Near NYU Hospital,849492,Kathrine,Manhattan,Kips Bay,40.74045,-73.9749,Private room,189,10,121,2023-01-14,0.87,1,292,8,,2023-01-14,0.7119974708888772
179670,High-end doorman bldg in the LES,21475,Milan,Manhattan,East Village,40.72113,-73.98213,Private room,175,3,128,2022-09-11,0.92,1,81,7,,2022-09-11,0.6749565309025766
150804,Colorful 2+ Bedroom Apt. on NYC's Lower East Side,726333,Peter,Manhattan,Lower East Side,40.7203,-73.98424,Entire home/apt,350,4,47,2022-12-31,0.33,1,80,12,,2022-12-31,0.9317666894989198
232612,"Lovely pied-à-terre, in an historic building",1217241,Dee,Brooklyn,Bedford-Stuyvesant,40.685,-73.94262,Entire home/apt,110,3,448,2023-02-21,3.23,1,107,55,,2023-02-21,0.40755571947942465
